EDGES START
4.34	9959.45	5.18	10000.00
1841.19	9988.72	1839.47	10000.00
2695.30	9908.15	2673.54	10000.00
3684.13	9941.02	3727.09	10000.00
3568.66	9976.77	3562.22	10000.00
3341.12	9996.51	3342.95	10000.00
6864.04	9978.30	6863.20	10000.00
5481.56	9980.79	5526.72	10000.00
2424.76	9939.18	2434.33	10000.00
8754.92	9981.02	8755.08	10000.00
5458.50	10000.00	5481.56	9980.79
140.20	9978.17	172.68	10000.00
4448.96	9985.11	4441.86	10000.00
9634.04	9978.83	9615.37	10000.00
9388.59	9853.51	9461.83	10000.00
9388.59	9853.51	9313.31	10000.00
8329.41	9925.04	8331.09	10000.00
5757.88	9914.90	5770.04	10000.00
3113.23	10000.00	3115.89	9999.85
2866.04	9855.37	2956.67	10000.00
4994.56	10000.00	4996.61	9998.75
3959.79	9851.97	3946.39	10000.00
1456.14	9972.76	1452.89	10000.00
722.74	9881.70	765.87	10000.00
5944.73	10000.00	6027.40	9961.13
1627.44	9969.37	1625.90	10000.00
6785.87	9911.64	6703.21	10000.00
6027.40	9961.13	6046.83	10000.00
5239.12	9916.13	5283.39	10000.00
4742.41	9977.74	4751.42	10000.00
1026.51	10000.00	1075.00	9966.06
8175.31	9782.98	7970.78	10000.00
7855.41	9910.67	7935.44	10000.00
8616.15	10000.00	8726.97	9954.26
9892.79	10000.00	9962.85	9954.07
9634.04	9978.84	9674.47	10000.00
4.34	9959.45	140.20	9978.17
0.00	9955.81	4.34	9959.45
9998.88	9954.87	10000.00	9955.81
1244.89	9996.38	1241.72	10000.00
1075.00	9966.06	1138.69	10000.00
10000.00	9949.60	9998.88	9954.87
9962.85	9954.07	9998.88	9954.87
57.34	9681.04	0.00	9949.60
8754.91	9981.02	8896.08	9943.21
8726.97	9954.26	8754.91	9981.02
484.10	9914.52	428.98	10000.00
6295.60	9927.50	6294.80	10000.00
3327.97	10000.00	3341.12	9996.51
3115.89	9999.85	3116.21	10000.00
4448.96	9985.11	4742.41	9977.74
4433.32	9828.19	4448.96	9985.11
7671.41	10000.00	7855.41	9910.67
7601.49	9996.86	7604.22	10000.00
9730.08	9776.49	9962.85	9954.07
3214.51	9810.60	3115.89	9999.85
1841.19	9988.72	1869.95	10000.00
1822.26	9950.86	1841.19	9988.72
8896.08	9943.21	8946.86	10000.00
2251.82	10000.00	2346.73	9937.78
2104.52	9951.39	2152.73	10000.00
288.03	9791.03	140.20	9978.17
8673.22	9843.69	8726.97	9954.26
7228.31	9997.78	7227.46	10000.00
9117.05	9853.05	9148.73	10000.00
4144.28	9823.46	4178.23	10000.00
2038.59	10000.00	2104.51	9951.39
4754.16	9935.61	4742.41	9977.74
7566.69	9837.18	7601.49	9996.86
7582.49	10000.00	7601.49	9996.86
1822.26	9950.86	2086.45	9797.46
1800.93	9936.45	1822.26	9950.86
722.74	9881.70	839.92	9819.67
670.99	9852.78	722.74	9881.70
7010.38	9908.05	7058.98	10000.00
8329.41	9925.04	8521.64	9825.45
8223.11	9793.44	8329.41	9925.04
1244.89	9996.38	1456.14	9972.76
1253.90	9820.21	1244.89	9996.38
5542.93	9795.16	5481.56	9980.79
2441.69	9918.85	2424.76	9939.18
2346.73	9937.78	2424.76	9939.18
6678.21	9803.02	6552.86	10000.00
6394.85	9871.04	6551.73	10000.00
7370.35	9953.73	7398.36	10000.00
3408.83	9893.93	3341.13	9996.51
1627.44	9969.37	1800.93	9936.45
1511.46	9913.79	1627.44	9969.37
6864.04	9978.30	7010.38	9908.05
6785.87	9911.65	6864.04	9978.30
1773.89	9689.25	1800.93	9936.45
5068.82	10000.00	5198.03	9904.01
4996.61	9998.75	4998.79	10000.00
1511.46	9913.79	1456.14	9972.76
3568.66	9976.77	3684.13	9941.02
3408.83	9893.93	3568.66	9976.77
3072.46	9648.02	2866.03	9855.37
2813.29	9838.13	2866.04	9855.37
484.10	9914.52	574.51	9865.78
288.03	9791.03	484.10	9914.52
665.59	9691.40	670.99	9852.78
574.51	9865.78	670.99	9852.78
2441.68	9918.85	2695.30	9908.15
2440.98	9854.81	2441.68	9918.85
7228.31	9997.78	7370.35	9953.73
7191.33	9898.06	7228.31	9997.78
9629.22	9899.25	9634.04	9978.83
3691.99	9915.06	3684.13	9941.02
6031.86	9945.99	6027.40	9961.13
4975.44	9841.30	4996.61	9998.75
4754.16	9935.61	4869.92	9835.84
4614.06	9740.30	4754.16	9935.61
8896.08	9943.21	9027.75	9817.17
1506.95	9896.36	1511.46	9913.79
2125.76	9758.24	2346.73	9937.78
6031.86	9945.99	6232.47	9886.55
5951.36	9744.26	6031.86	9945.99
378.87	9603.50	574.51	9865.78
6295.60	9927.50	6394.85	9871.04
6232.47	9886.55	6295.60	9927.50
2782.88	9787.13	2813.29	9838.13
2695.30	9908.15	2813.29	9838.13
1044.43	9824.12	1075.00	9966.06
1568.10	9731.79	1506.95	9896.36
1336.08	9789.04	1506.96	9896.36
3691.99	9915.06	3886.12	9787.99
3594.94	9698.85	3691.99	9915.06
7844.34	9857.56	7855.40	9910.67
5356.85	9702.83	5239.12	9916.13
5198.03	9904.01	5239.12	9916.13
5757.88	9914.90	5951.36	9744.26
5588.61	9779.85	5757.88	9914.90
7408.17	9776.91	7370.35	9953.73
2086.45	9797.46	2104.51	9951.39
3398.13	9837.22	3408.83	9893.93
7030.33	9870.70	7010.38	9908.05
6741.86	9836.97	6785.87	9911.64
5046.39	9792.13	5198.03	9904.01
8734.22	9680.84	8673.22	9843.69
8521.64	9825.45	8673.22	9843.69
9730.08	9776.49	9629.22	9899.25
9393.29	9833.88	9629.22	9899.25
6176.16	9706.34	6232.47	9886.55
9389.29	9839.16	9388.59	9853.51
9117.05	9853.05	9389.29	9839.16
9089.07	9829.10	9117.05	9853.05
4442.62	9807.54	4433.31	9828.19
4147.87	9818.93	4433.32	9828.19
9393.29	9833.88	9389.29	9839.16
7030.33	9870.70	7191.33	9898.06
7016.79	9739.27	7030.33	9870.70
9414.30	9676.59	9393.29	9833.88
7890.94	9729.66	7844.34	9857.56
7628.00	9798.43	7844.34	9857.56
6459.59	9734.91	6394.85	9871.04
2548.80	9701.14	2440.98	9854.81
2339.48	9689.03	2440.98	9854.81
9250.26	9575.81	9089.07	9829.10
9027.75	9817.17	9089.07	9829.10
3959.79	9851.97	4144.28	9823.46
3886.12	9787.99	3959.79	9851.97
3398.13	9837.22	3586.82	9697.17
3372.96	9817.34	3398.13	9837.22
2740.86	9509.13	2782.88	9787.13
2548.80	9701.14	2782.88	9787.13
8223.11	9793.44	8445.69	9587.48
8188.94	9778.27	8223.11	9793.44
839.92	9819.67	1044.43	9824.11
912.25	9625.95	839.92	9819.67
8963.89	9711.17	9027.75	9817.17
4442.62	9807.54	4543.25	9731.68
4256.42	9555.72	4442.62	9807.54
6741.86	9836.97	6973.61	9702.62
6678.21	9803.02	6741.86	9836.97
7312.68	9741.68	7191.33	9898.06
7566.69	9837.18	7628.00	9798.43
7408.17	9776.91	7566.69	9837.18
4975.44	9841.30	5046.39	9792.13
4869.92	9835.84	4975.44	9841.30
8132.98	9519.68	8188.94	9778.27
8175.31	9782.98	8188.94	9778.27
4147.87	9818.93	4144.28	9823.46
5542.93	9795.16	5588.61	9779.85
5356.85	9702.83	5542.93	9795.16
7890.94	9729.66	8175.31	9782.98
4155.70	9574.04	4147.87	9818.93
6623.96	9716.04	6678.21	9803.02
2105.96	9755.18	2086.45	9797.46
4806.82	9683.49	4869.92	9835.84
3331.54	9625.99	3372.96	9817.34
3214.51	9810.60	3372.96	9817.34
5684.70	9623.10	5588.61	9779.85
8451.49	9591.09	8521.64	9825.45
1117.28	9750.49	1044.43	9824.12
7406.25	9774.43	7408.17	9776.91
7511.01	9585.43	7406.25	9774.43
7312.68	9741.68	7406.25	9774.43
2105.96	9755.18	2125.76	9758.24
2039.35	9626.21	2105.96	9755.18
9725.88	9743.21	9730.08	9776.49
5076.11	9662.60	5046.39	9792.13
3862.31	9642.64	3886.12	9787.99
2125.76	9758.24	2339.48	9689.03
1253.90	9820.21	1336.08	9789.04
1117.28	9750.49	1253.90	9820.21
5953.91	9729.57	5951.36	9744.26
7686.92	9632.12	7628.00	9798.43
5953.91	9729.57	6069.33	9674.02
5835.25	9628.66	5953.91	9729.57
3098.42	9657.84	3214.51	9810.60
7248.43	9673.40	7312.68	9741.68
9763.92	9646.02	9725.89	9743.21
9414.30	9676.59	9725.89	9743.21
6682.97	9624.67	6623.96	9716.04
6509.53	9706.09	6623.96	9716.04
1378.16	9594.81	1336.08	9789.04
255.37	9673.46	288.03	9791.03
1114.65	9623.70	1117.28	9750.49
7016.79	9739.27	7248.43	9673.40
6973.61	9702.63	7016.79	9739.27
6459.59	9734.91	6509.53	9706.09
6262.23	9661.47	6459.59	9734.91
4543.25	9731.68	4614.06	9740.30
4524.59	9547.54	4543.25	9731.68
6414.17	9430.13	6509.53	9706.09
4614.06	9740.30	4751.82	9660.70
5355.76	9700.71	5356.85	9702.83
7867.29	9652.63	7890.94	9729.66
5411.40	9507.99	5355.76	9700.71
5150.78	9634.76	5355.76	9700.71
1780.50	9678.28	1773.89	9689.25
1568.10	9731.79	1773.89	9689.25
9392.52	9609.76	9414.30	9676.59
6943.84	9618.69	6973.60	9702.62
1473.62	9601.61	1568.10	9731.79
57.34	9681.04	164.97	9647.54
4.71	9640.37	57.34	9681.04
9034.11	9477.80	8963.89	9711.17
8734.22	9680.84	8963.89	9711.17
1780.50	9678.28	1955.12	9617.25
1695.67	9524.19	1780.50	9678.28
3594.94	9698.85	3746.98	9622.50
3586.82	9697.17	3594.94	9698.85
8707.70	9598.70	8734.22	9680.84
3494.92	9570.76	3586.82	9697.17
6176.16	9706.34	6262.23	9661.47
6069.33	9674.02	6176.16	9706.34
798.04	9487.90	665.59	9691.40
456.42	9464.79	665.59	9691.40
7243.32	9546.80	7248.43	9673.40
6083.07	9534.82	6069.33	9674.02
3072.46	9648.02	3098.42	9657.84
3072.10	9646.32	3072.46	9648.02
2120.71	9496.47	2039.35	9626.21
1955.12	9617.25	2039.35	9626.21
3178.08	9424.85	3072.10	9646.32
2977.79	9536.92	3072.10	9646.32
3098.42	9657.84	3310.23	9613.62
255.37	9673.46	378.87	9603.50
164.97	9647.54	255.37	9673.46
5076.11	9662.60	5150.78	9634.76
4978.34	9583.02	5076.11	9662.60
3862.31	9642.64	3899.10	9606.17
3746.98	9622.50	3862.31	9642.64
9475.61	9502.71	9392.52	9609.76
9250.25	9575.81	9392.52	9609.76
9763.92	9646.02	10000.00	9640.48
9743.76	9584.28	9763.92	9646.02
0.00	9640.48	4.71	9640.37
178.75	9375.05	164.97	9647.54
8027.39	9487.74	7867.29	9652.63
7742.50	9599.37	7867.29	9652.63
2372.64	9610.35	2339.48	9689.03
2523.73	9626.76	2548.80	9701.14
4806.82	9683.49	4978.34	9583.02
4751.82	9660.70	4806.82	9683.49
5684.70	9623.10	5835.25	9628.66
5623.93	9503.34	5684.70	9623.10
1817.70	9336.34	1955.12	9617.25
9977.66	9461.30	10000.00	9609.21
0.00	9609.22	4.71	9640.37
1114.65	9623.70	1342.82	9565.60
1097.58	9605.71	1114.65	9623.70
5889.63	9468.92	5835.25	9628.66
5226.82	9358.52	5150.78	9634.76
4732.94	9540.44	4751.82	9660.70
6309.71	9449.64	6262.23	9661.47
3899.10	9606.16	4091.54	9559.09
3856.27	9387.00	3899.10	9606.16
6682.97	9624.67	6943.84	9618.69
6684.68	9526.41	6682.97	9624.67
8763.78	9421.39	8707.70	9598.70
8451.49	9591.09	8707.70	9598.70
6951.56	9582.86	6943.84	9618.69
4155.70	9574.04	4190.98	9556.66
4091.54	9559.09	4155.70	9574.04
3672.28	9439.66	3746.97	9622.50
1047.39	9341.14	1097.58	9605.71
912.25	9625.95	1097.58	9605.71
7686.92	9632.12	7742.50	9599.37
7511.01	9585.43	7686.92	9632.12
1378.16	9594.81	1473.62	9601.61
1342.82	9565.60	1378.16	9594.81
456.42	9464.79	378.87	9603.50
4190.98	9556.66	4256.42	9555.72
4184.98	9224.47	4190.98	9556.66
7724.37	9449.28	7742.50	9599.37
9144.64	9478.11	9250.25	9575.81
1553.63	9521.07	1473.62	9601.61
8445.69	9587.48	8451.49	9591.09
8409.08	9496.93	8445.69	9587.47
3331.54	9625.99	3494.92	9570.76
3310.23	9613.62	3331.54	9625.99
9788.83	9436.86	9743.76	9584.28
9475.61	9502.71	9743.76	9584.28
2372.64	9610.35	2523.73	9626.76
2323.18	9486.42	2372.64	9610.35
3978.25	9286.08	4091.54	9559.09
2609.12	9508.70	2523.73	9626.76
4256.42	9555.72	4293.03	9533.76
6951.56	9582.86	7070.42	9464.73
6813.10	9419.90	6951.56	9582.86
3293.86	9457.11	3310.23	9613.62
798.04	9487.90	912.25	9625.95
4920.29	9384.09	4978.34	9583.02
1335.10	9489.93	1342.82	9565.60
7243.32	9546.80	7343.82	9453.43
7089.25	9462.76	7243.32	9546.80
7485.05	9498.37	7511.01	9585.43
8132.98	9519.68	8251.82	9443.72
8027.39	9487.74	8132.98	9519.68
3502.43	9498.07	3494.92	9570.76
4293.03	9533.76	4524.59	9547.54
4381.64	9353.09	4293.03	9533.76
2740.86	9509.13	2977.79	9536.92
2718.92	9478.90	2740.86	9509.13
9491.92	9383.39	9475.61	9502.71
4575.90	9470.75	4524.59	9547.54
2120.72	9496.47	2323.18	9486.42
2099.13	9417.41	2120.72	9496.47
2738.83	9376.41	2718.92	9478.90
2609.12	9508.70	2718.92	9478.90
9034.11	9477.80	9144.64	9478.11
8983.86	9440.71	9034.11	9477.80
456.53	9462.88	456.42	9464.79
456.52	9462.88	504.14	9426.27
270.13	9337.89	456.52	9462.88
7947.92	9351.07	8027.39	9487.74
9260.93	9262.14	9144.64	9478.11
5623.93	9503.34	5788.27	9356.98
5549.22	9458.96	5623.93	9503.34
8553.78	9321.22	8409.07	9496.93
8251.82	9443.72	8409.07	9496.93
5411.40	9507.99	5549.22	9458.96
5226.82	9358.52	5411.40	9507.99
6684.68	9526.41	6813.10	9419.90
6571.56	9414.11	6684.68	9526.41
2990.53	9372.31	2977.79	9536.92
796.75	9408.06	798.04	9487.90
2394.65	9388.93	2609.12	9508.70
6083.07	9534.82	6248.78	9424.34
5990.55	9434.53	6083.07	9534.82
4732.94	9540.44	4920.29	9384.09
4575.90	9470.75	4732.94	9540.44
1772.42	9320.24	1695.67	9524.19
1553.64	9521.07	1695.67	9524.19
2394.65	9388.93	2323.18	9486.42
1521.97	9341.24	1553.64	9521.07
8763.78	9421.39	8983.86	9440.71
